Parc de voitures par vignette Crit'air et énergie au 01/01/2020;;;;;;;;;;;;;;;;
Région : Île-de-France;;;;;;;;;;;;;;;;
Source : SDES, RSVERO;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;Crit'Air 1;;;Crit'Air 2;;Crit'Air 3;;Crit'Air 4;Crit'Air 5;Electriques;Non classés;;;Total
;;;Essence;Gaz;"Hybride
rechargeable";Diesel;Essence;Diesel;Essence;Diesel;Diesel;"Electrique
et
Hydrogène";"Autres
énergies";Diesel;Essence;
;78267;Gargenville;959;16;6;1237;301;865;437;406;98;20;0;40;106;4491
;78269;Gazeran;215;4;4;341;62;121;77;51;20;11;0;5;31;943
;78276;Gommecourt;53;2;0;104;26;75;38;47;8;0;0;7;13;373
;78278;Goupillières;84;0;3;117;27;45;30;32;3;6;0;1;25;372
;78281;Goussonville;92;3;1;109;33;69;35;32;11;6;1;4;16;412
;78283;Grandchamp;43;0;0;71;10;37;14;19;4;2;0;2;6;209
;78285;Gressey;84;1;1;120;28;58;32;23;9;2;0;3;16;377
;78289;Grosrouvre;167;1;6;160;61;85;71;30;4;7;1;4;24;621
;78290;Guernes;109;4;1;191;34;121;82;74;14;1;0;13;21;664
;78291;Guerville;474;6;5;688;107;247;141;114;20;5;1;23;44;1875
;78296;Guitrancourt;97;4;0;161;35;87;63;50;9;2;0;8;11;526
;78297;Guyancourt;4057;60;45;9616;1182;2271;1318;1064;236;89;1;81;278;20299
;78299;Hardricourt;355;1;6;424;113;233;149;118;27;0;1;15;42;1483
;78300;Hargeville;61;0;1;80;16;52;26;21;5;2;0;1;9;275
;78302;La Hauteville;30;0;2;41;9;17;10;10;3;0;0;3;6;132
;78305;Herbeville;56;0;1;32;16;33;14;12;1;1;0;1;10;177
;78307;Hermeray;161;3;2;188;49;113;62;43;16;2;0;6;29;675
;78310;Houdan;490;6;10;696;166;326;169;140;37;14;2;22;63;2142
;78311;Houilles;4108;55;34;2751;1615;2173;1925;1171;225;56;2;151;548;14813
;78314;Issou;515;15;2;674;198;508;238;244;67;9;1;38;79;2586
;78317;Jambville;122;1;1;157;26;77;42;42;11;3;0;13;14;509
;78320;Notre-Dame-de-la-Mer;68;2;0;127;32;74;47;49;15;1;0;8;17;440
;78321;Jouars-Pontchartrain;1129;9;13;976;372;503;346;217;50;32;0;25;126;3799
;78322;Jouy-en-Josas;1489;12;25;1086;422;457;441;204;38;50;1;21;112;4359
;78324;Jouy-Mauvoisin;104;1;0;108;32;75;35;25;6;2;0;2;9;400
;78325;Jumeauville;100;4;0;102;27;77;31;33;5;3;0;4;16;402
;78327;Juziers;542;9;3;589;191;401;251;205;40;13;0;32;86;2363
;78329;Lainville-en-Vexin;109;1;0;159;34;86;48;62;8;5;0;5;20;538
;78334;Lévis-Saint-Nom;317;7;5;243;103;176;139;71;16;8;0;11;47;1142
;78335;Limay;1317;39;14;2119;467;1678;797;1194;319;17;5;153;224;8342
;78337;Limetz-Villez;242;2;4;356;73;238;98;110;26;3;1;17;37;1208
;78343;Les Loges-en-Josas;343;3;13;232;91;104;108;31;8;19;0;3;30;985
;78344;Lommoye;74;1;1;124;30;90;31;45;16;1;0;5;9;427
;78346;Longnes;184;5;1;290;47;186;78;103;19;2;0;8;42;966
;78349;Longvilliers;90;2;2;92;29;56;36;28;5;5;1;1;16;363
;78350;Louveciennes;1523;12;26;943;443;444;478;174;43;27;3;19;119;4254
;78354;Magnanville;815;17;6;943;234;620;325;294;60;11;0;36;62;3424
;78356;Magny-les-Hameaux;1744;29;15;3487;503;806;493;341;77;35;3;37;145;7714
;78358;Maisons-Laffitte;3652;29;48;2734;1286;1362;1342;549;97;46;4;66;435;11651
;78361;Mantes-la-Jolie;2422;45;15;3292;936;3342;1481;2440;735;23;2;269;376;15377
;78362;Mantes-la-Ville;2010;42;12;2657;664;1899;899;1212;294;51;1;111;233;10083
;78364;Marcq;127;2;3;135;53;81;57;37;6;5;2;3;29;540
;78366;Mareil-le-Guyon;71;0;0;83;25;41;21;12;6;3;0;2;15;280
;78367;Mareil-Marly;851;5;4;523;236;226;214;80;17;29;1;7;66;2259
;78368;Mareil-sur-Mauldre;351;3;2;272;102;131;110;68;14;17;1;5;32;1110
;78372;Marly-le-Roi;3135;20;28;1897;943;997;1013;423;80;47;1;36;239;8859
;78380;Maule;989;26;9;926;303;585;377;254;70;28;1;30;141;3740
;78381;Maulette;136;3;0;196;39;90;60;37;9;9;0;8;17;603
;78382;Maurecourt;609;6;10;560;233;364;251;176;49;10;0;23;81;2371
;78383;Maurepas;3110;44;18;2759;929;1571;1118;701;153;47;1;89;220;10759
;78384;Médan;261;6;6;200;82;86;91;58;13;19;0;2;25;849
;78385;Ménerville;36;0;0;32;7;30;10;12;1;0;0;1;3;133
;78389;Méré;350;4;8;338;91;175;118;76;10;16;0;10;46;1244
;78391;Méricourt;42;0;0;58;24;47;18;33;5;1;0;3;11;243
;78396;Le Mesnil-le-Roi;1135;7;15;632;359;400;386;163;43;35;2;18;122;3318
;78397;Le Mesnil-Saint-Denis;1423;18;18;1098;458;550;412;217;47;42;3;37;125;4448
;78398;Les Mesnuls;150;6;8;131;58;85;76;38;5;11;1;2;28;601
;78401;Meulan-en-Yvelines;1048;15;8;956;316;804;525;486;119;8;0;46;128;4460
;78402;Mézières-sur-Seine;498;20;9;624;170;407;205;217;36;7;1;20;56;2270
;78403;Mézy-sur-Seine;350;2;3;280;96;211;144;98;34;12;0;14;50;1294
;78404;Millemont;54;1;0;48;13;22;21;7;1;1;0;1;0;169
;78406;Milon-la-Chapelle;48;0;1;46;29;21;20;15;3;1;1;0;8;194
;78407;Mittainville;88;5;1;88;35;72;43;36;15;3;1;15;30;432
;78410;Moisson;115;2;0;157;33;99;54;71;22;1;0;4;24;581
;78413;Mondreville;35;1;1;86;16;55;14;24;5;0;0;4;7;248
;78415;Montainville;109;1;0;106;36;57;47;14;4;1;0;3;19;398
;78416;Montalet-le-Bois;40;4;2;64;12;37;28;15;8;2;1;3;8;225
;78417;Montchauvet;43;0;1;70;13;34;18;9;3;3;0;1;12;208
;78418;Montesson;2743;25;26;1692;869;1004;958;467;104;43;4;54;269;8258
;78420;Montfort-l'Amaury;545;4;10;465;179;205;167;86;22;16;0;7;58;1763
;78423;Montigny-le-Bretonneux;10509;66;425;15017;1773;2504;1664;984;185;360;2;82;326;33897
;78431;Morainvilliers;567;5;11;458;152;211;135;91;15;14;0;12;44;1715
;78437;Mousseaux-sur-Seine;69;2;2;119;30;75;44;53;16;2;0;8;20;441
;78439;Mulcent;18;0;0;22;10;7;12;6;1;0;0;0;1;78
;78440;Les Mureaux;1564;45;13;3414;667;3028;1148;2090;669;36;0;262;264;13198
;78442;Neauphle-le-Château;637;4;14;520;216;288;206;117;18;13;3;11;77;2122
;78443;Neauphle-le-Vieux;147;4;1;149;45;78;47;30;7;8;1;5;31;554
;78444;Neauphlette;124;0;1;161;31;100;51;49;8;0;0;6;22;554
;78451;Nézel;162;4;1;184;42;103;66;63;13;3;0;2;23;666
;78455;Noisy-le-Roi;1836;10;21;1007;558;517;459;174;37;23;4;9;120;4775
;78460;Oinville-sur-Montcient;216;3;2;191;57;115;85;56;7;2;0;5;28;768
;78464;Orcemont;170;1;1;181;53;105;56;42;7;4;0;6;17;643
;78465;Orgerus;388;5;7;438;111;286;149;110;31;8;2;22;46;1604
;78466;Orgeval;7830;16;34;2513;353;462;313;201;40;60;2;13;141;11979
;78470;Orphin;139;1;2;154;48;99;69;44;16;1;2;14;18;607
;78472;Orsonville;29;0;0;61;11;38;19;26;5;1;0;3;10;204
;78474;Orvilliers;107;3;0;169;36;102;37;40;5;6;0;5;17;527
;78475;Osmoy;65;1;0;75;22;41;26;30;3;5;0;1;8;278
;78478;Paray-Douaville;30;0;0;54;13;19;9;12;5;1;0;0;5;148
;78481;Le Pecq;2434;22;23;1799;837;894;919;421;84;29;7;44;213;7725
;78484;Perdreauville;95;3;0;110;26;85;40;36;5;4;0;8;20;434
;78486;Le Perray-en-Yvelines;1306;14;8;1352;348;673;413;311;62;22;3;31;127;4669
;78490;Plaisir;4382;58;69;4303;1420;2551;1545;1212;299;135;3;127;370;16472
;78497;Poigny-la-Forêt;161;2;2;158;56;64;64;38;9;2;0;6;21;583
;78498;Poissy;8453;41;160;8163;1480;2693;1739;1486;355;262;3;168;400;25403
;78499;Ponthévrard;92;1;0;142;31;63;30;33;4;3;0;3;16;417
;78501;Porcheville;352;8;3;474;112;331;174;192;44;8;3;21;60;1783
;78502;Le Port-Marly;1328;12;39;1071;274;363;305;183;28;13;0;10;69;3696
;78505;Prunay-le-Temple;63;1;0;88;19;51;18;27;5;1;0;5;10;288
;78506;Prunay-en-Yvelines;123;1;2;169;39;115;49;56;9;1;0;5;22;592
;78513;La Queue-les-Yvelines;349;5;6;366;126;205;131;90;22;10;2;7;54;1373
;78516;Raizeux;160;1;1;159;46;88;58;45;16;5;1;7;14;601
;78517;Rambouillet;4367;58;42;3648;1166;1987;1378;871;198;78;6;97;397;14292
;78518;Rennemoulin;20;1;2;14;11;3;6;4;2;0;0;1;0;65
;78520;Richebourg;205;2;2;292;57;145;88;55;14;10;0;7;24;901
;78522;Rochefort-en-Yvelines;170;3;3;174;55;75;62;35;12;9;2;3;27;630
;78528;Rolleboise;42;4;1;41;17;48;32;29;11;1;0;2;11;239
;78530;Rosay;50;0;0;61;15;47;41;16;11;0;0;2;14;257
;78531;Rosny-sur-Seine;689;14;5;919;259;683;327;431;108;8;0;50;75;3569
;78536;Sailly;56;0;0;61;23;45;20;13;2;0;0;2;4;228
;78537;Saint-Arnoult-en-Yvelines;983;18;9;1165;280;640;359;335;66;23;4;40;144;4067
;78545;Saint-Cyr-l'École;2446;34;20;1996;870;1289;900;636;129;37;1;73;184;8615
;78548;Saint-Forget;94;0;0;89;31;49;36;20;5;2;0;1;18;346
;78550;Saint-Germain-de-la-Grange;434;6;8;345;128;180;147;68;13;17;0;6;40;1392
;78551;Saint-Germain-en-Laye;8024;44;106;6082;2029;2901;2113;931;166;155;7;83;549;23191
;78557;Saint-Hilarion;150;5;3;138;44;102;55;68;9;8;0;9;23;613
;78558;Saint-Illiers-la-Ville;57;1;1;75;12;45;17;30;4;0;0;3;9;254
;78559;Saint-Illiers-le-Bois;51;1;0;87;25;51;23;25;7;3;1;0;15;290
;78561;Saint-Lambert;87;0;6;88;37;40;36;16;7;4;0;5;14;341
;78562;Saint-Léger-en-Yvelines;240;7;2;269;89;138;96;67;23;4;1;10;28;974
;78564;Saint-Martin-de-Bréthencourt;92;5;1;132;22;57;33;43;8;2;0;3;8;405
;78565;Saint-Martin-des-Champs;48;2;0;66;14;35;24;11;1;0;0;4;10;217
;78567;Saint-Martin-la-Garenne;140;4;0;175;45;107;60;55;10;1;0;12;25;634
;78569;Sainte-Mesme;142;2;1;143;65;101;50;34;4;3;0;3;21;569
;78571;Saint-Nom-la-Bretèche;1333;5;17;770;343;337;336;134;21;31;2;6;89;3426
;78575;Saint-Rémy-lès-Chevreuse;1498;16;19;992;498;649;506;250;52;35;1;27;157;4700
;78576;Saint-Rémy-l'Honoré;316;5;2;293;98;162;114;66;10;10;1;6;36;1119
;78586;Sartrouville;6025;66;54;4717;2280;3916;2938;2282;501;68;5;260;776;23887
;78588;Saulx-Marchais;168;3;1;170;44;118;68;29;9;3;0;3;24;640
;78590;Senlisse;105;0;3;52;32;44;46;30;3;3;1;2;8;330
;78591;Septeuil;310;11;4;427;92;195;147;95;20;8;0;19;58;1386
;78597;Soindres;96;1;0;107;33;75;36;43;12;1;0;3;25;433
;78601;Sonchamp;213;2;1;304;79;193;111;96;23;11;0;10;45;1087
;78605;Tacoignières;148;2;2;207;43;106;63;53;9;5;0;7;26;672
;78606;Le Tartre-Gaudran;8;0;0;7;1;1;3;2;0;0;0;0;0;22
;78608;Le Tertre-Saint-Denis;19;0;0;29;4;16;6;9;3;0;0;1;2;90
;78609;Tessancourt-sur-Aubette;176;2;0;174;48;117;82;47;18;1;0;14;23;702
;78615;Thiverval-Grignon;188;5;39;146;75;84;53;29;9;18;1;4;23;672
;78616;Thoiry;271;5;7;306;63;141;88;67;13;12;0;8;40;1021
;78618;Tilly;52;2;1;110;9;66;38;37;9;7;0;7;11;350
;78620;Toussus-le-Noble;269;3;3;216;67;75;51;30;5;12;0;1;16;750
;78621;Trappes;8843;57;46;7751;699;2867;1074;1845;525;91;0;155;222;24176
;78623;Le Tremblay-sur-Mauldre;152;5;2;142;47;71;65;42;13;6;1;4;24;575
;78624;Triel-sur-Seine;2006;23;11;1630;695;1065;699;465;99;26;0;54;194;6968
;78638;Vaux-sur-Seine;751;15;15;632;243;428;310;211;41;13;3;23;123;2808
;78640;Vélizy-Villacoublay;7519;36;124;11720;1212;1486;1207;689;119;80;1;71;280;24543
;78642;Verneuil-sur-Seine;2488;28;17;1748;737;1202;798;512;117;42;2;49;183;7925
;78643;Vernouillet;1423;12;11;1141;390;756;500;402;86;25;0;38;124;4909
;78644;La Verrière;627;9;10;662;131;477;236;377;110;6;0;32;65;2741
;78646;Versailles;13313;271;170;9590;4139;4801;4134;1960;359;278;11;203;1206;40435
;78647;Vert;110;3;1;153;46;96;54;38;11;4;0;6;13;536
;78650;Le Vésinet;2808;14;40;1463;1052;861;1001;325;43;74;3;25;362;8069
;78653;Vicq;41;2;0;69;17;32;20;11;7;2;0;1;9;213
;78655;Vieille-Église-en-Yvelines;189;4;1;123;39;74;43;29;8;3;0;2;11;527
;78668;La Villeneuve-en-Chevrie;78;1;0;118;31;76;47;32;15;0;0;5;17;421
;78672;Villennes-sur-Seine;1095;7;20;648;357;360;323;146;30;45;6;19;112;3167
;78674;Villepreux;1882;24;11;1253;613;886;613;365;84;48;2;33;124;5937
;78677;Villette;77;2;2;88;39;50;38;25;4;0;0;8;15;347
;78681;Villiers-le-Mahieu;119;4;2;147;40;86;60;37;11;2;0;3;11;523
;78683;Villiers-Saint-Frédéric;548;13;1;602;150;292;172;113;26;29;0;12;66;2024
;78686;Viroflay;2494;27;20;1986;754;887;814;319;67;39;1;37;258;7703
;78688;Voisins-le-Bretonneux;3434;20;31;6208;665;920;616;308;49;231;4;24;161;12671
;ND;ND;194;1;3;165;37;85;36;35;7;8;0;2;8;583
;Total département;;256368;2735;3012;242237;68371;113229;76911;55315;12619;5246;235;6129;21442;863849
Essonne;91001;Abbéville-la-Rivière;49;0;0;54;19;30;14;19;4;1;0;3;6;199
;91016;Angerville;381;12;2;735;123;474;198;296;60;9;0;40;63;2394
;91017;Angervilliers;258;9;1;291;75;188;89;96;16;3;0;9;34;1070
;91021;Arpajon;1468;23;14;1579;510;923;597;492;102;19;1;42;146;5917
;91022;Arrancourt;14;0;0;26;8;18;9;8;4;0;0;2;11;101
;91027;Athis-Mons;3701;54;38;3772;1399;2789;1552;1505;325;49;1;141;410;15735
;91035;Authon-la-Plaine;44;0;1;74;15;49;23;16;2;3;0;4;8;240
;91037;Auvernaux;45;0;0;63;17;47;18;17;1;0;0;9;6;223
;91038;Auvers-Saint-Georges;178;1;0;219;51;109;69;68;19;3;1;10;22;749
;91041;Avrainville;233;3;17;258;49;133;57;56;8;4;0;1;13;832
;91044;Ballainvilliers;893;10;14;720;264;356;233;129;20;16;0;14;70;2738
;91045;Ballancourt-sur-Essonne;1046;11;8;1188;330;785;386;369;83;13;3;50;108;4380
;91047;Baulne;176;4;2;217;69;124;77;62;22;2;0;9;33;797
;91064;Bièvres;1082;9;13;944;335;320;278;107;25;36;2;15;65;3231
;91067;Blandy;11;0;0;24;7;21;10;11;5;0;0;3;2;94
;91069;Boigneville;70;0;0;79;16;44;24;21;9;1;0;6;12;282
;91075;Bois-Herpin;8;0;1;18;5;13;3;1;0;0;1;2;6;59
;91079;Boissy-la-Rivière;82;4;0;88;24;52;33;28;6;2;0;3;17;341
;91080;Boissy-le-Cutté;151;5;0;229;49;171;73;91;15;3;0;20;32;840
;91081;Boissy-le-Sec;87;4;3;119;27;76;40;45;6;1;0;10;21;439
;91085;Boissy-sous-Saint-Yon;644;12;5;655;220;460;255;208;35;8;1;22;53;2578
;91086;Bondoufle;1844;19;18;1974;510;959;532;395;71;24;0;24;102;6471
;91093;Boullay-les-Troux;128;3;1;112;43;66;55;21;8;8;0;2;13;461
;91095;Bouray-sur-Juine;344;9;2;326;121;212;131;91;24;1;0;12;59;1332
;91097;Boussy-Saint-Antoine;967;18;9;788;325;564;380;237;57;6;0;24;78;3454
;91098;Boutervilliers;67;1;2;86;14;49;26;21;5;0;0;1;8;280
;91099;Boutigny-sur-Essonne;413;7;3;523;136;363;181;165;47;5;1;28;82;1954
;91100;Bouville;80;0;1;124;33;80;29;38;8;4;1;11;16;426
;91103;Brétigny-sur-Orge;3296;57;21;3126;1084;2110;1176;1132;222;53;3;107;303;12690
;91105;Breuillet;1173;22;6;1281;417;863;503;401;86;17;3;34;126;4933
;91106;Breux-Jouy;177;0;2;226;67;131;66;89;27;3;1;10;19;819
;91109;Brières-les-Scellés;160;1;4;226;48;165;65;74;19;1;0;12;22;797
;91111;Briis-sous-Forges;548;9;4;509;181;361;195;136;30;16;1;16;54;2062
;91112;Brouy;11;0;1;22;7;11;9;10;5;0;0;0;7;83
;91114;Brunoy;3852;53;28;2625;1226;1833;1414;908;172;41;1;86;375;12614
;91115;Bruyères-le-Châtel;490;7;2;528;200;313;218;147;38;9;0;15;45;2012
;91121;Buno-Bonnevaux;55;0;0;104;23;63;31;31;8;1;1;5;13;336
;91122;Bures-sur-Yvette;1719;33;22;1050;528;725;565;326;72;56;3;33;160;5292
;91129;Cerny;470;7;4;626;157;377;225;182;63;8;0;26;80;2225
;91130;Chalo-Saint-Mars;158;2;3;179;50;133;77;66;15;2;0;12;29;727
;91131;Chalou-Moulineux;50;1;0;85;18;46;18;27;5;1;0;8;13;272
;91132;Chamarande;131;2;5;181;39;104;65;39;10;5;0;11;18;610
;91135;Champcueil;348;2;5;429;112;290;128;119;28;8;1;16;41;1527
;91136;Champlan;416;6;8;564;124;270;171;137;31;6;1;28;76;1839
;91137;Champmotteux;36;1;0;57;15;58;9;28;4;1;0;3;17;228
;91145;Chatignonville;6;0;0;9;5;15;2;3;0;0;0;0;3;43
;91148;Chauffour-lès-Étréchy;12;1;0;33;6;18;8;5;0;0;0;1;3;88
;91156;Cheptainville;348;10;2;337;115;208;138;101;22;10;0;9;40;1340
;91159;Chevannes;252;6;3;307;76;174;84;81;12;0;0;14;15;1026
;91161;Chilly-Mazarin;2530;37;28;2443;916;1606;1009;762;177;19;3;62;194;9784
;91174;Corbeil-Essonnes;4364;72;28;5067;1526;4222;2143;2619;579;79;2;197;489;21385
;91175;Corbreuse;199;3;4;334;77;176;109;94;13;2;0;6;41;1058
;91179;Le Coudray-Montceaux;754;10;7;783;223;472;186;220;37;11;0;16;58;2777
;91180;Courances;52;4;0;64;13;43;20;13;5;1;0;5;8;228
;91184;Courdimanche-sur-Essonne;32;0;0;52;11;25;12;21;8;0;0;3;9;175
;91186;Courson-Monteloup;121;1;2;89;29;59;27;20;7;6;0;3;13;376
;91191;Crosne;1368;28;10;1070;506;804;510;326;75;33;1;37;112;4880
;91195;Dannemois;143;3;1;179;30;90;44;41;9;4;0;8;10;563
;91198;D'Huison-Longueville;228;4;3;277;82;186;98;82;20;2;0;13;38;1034
;91200;Dourdan;1318;18;13;1395;383;903;491;471;105;15;1;34;150;5298
;91201;Draveil;4141;71;41;3013;1482;2225;1641;1197;284;52;6;117;431;14700
;91204;Écharcon;148;2;0;170;45;90;41;38;14;2;0;9;14;574
;91207;Égly;713;10;7;829;256;533;303;287;77;5;0;29;71;3120
;91215;Épinay-sous-Sénart;838;17;3;871;339;891;480;536;144;7;1;47;112;4286
;91216;Épinay-sur-Orge;1720;33;19;1185;611;827;644;353;68;39;1;40;167;5707
;91223;Étampes;2168;42;17;3184;746;2265;1148;1239;308;29;1;121;248;11514
;91225;Étiolles;709;7;14;466;202;271;194;106;27;4;0;9;44;2053
;91226;Étréchy;1059;10;8;1122;326;666;357;316;64;15;1;35;127;4107
;91228;Évry-Courcouronnes;6848;107;66;8861;2017;5245;2536;2969;612;170;17;227;451;30126
;91232;La Ferté-Alais;541;7;3;587;169;373;223;215;35;7;0;16;58;2234
;91235;Fleury-Mérogis;686;12;4;1130;244;741;306;380;84;13;0;24;53;3675
;91240;Fontaine-la-Rivière;25;1;0;35;9;24;9;19;4;0;0;6;3;135
;91243;Fontenay-lès-Briis;330;2;3;385;103;240;130;111;21;11;0;18;37;1390
;91244;Fontenay-le-Vicomte;226;3;1;799;81;164;84;81;8;9;0;6;38;1500
;91247;La Forêt-le-Roi;76;1;0;81;33;56;29;35;5;0;0;3;9;329
;91248;La Forêt-Sainte-Croix;18;1;0;27;4;27;13;7;3;0;0;1;2;103
;91249;Forges-les-Bains;662;11;5;672;216;445;232;194;47;17;0;23;65;2590
;91272;Gif-sur-Yvette;4149;46;56;2714;1232;1377;1160;494;103;137;1;38;264;11769
;91273;Gironville-sur-Essonne;80;1;0;150;27;79;54;47;5;0;0;6;11;460
;91274;Gometz-la-Ville;293;7;8;288;76;160;88;59;17;9;0;3;27;1035
;91275;Gometz-le-Châtel;553;8;8;448;132;235;180;104;28;14;0;20;59;1790
;91284;Les Granges-le-Roi;147;5;2;218;57;128;79;61;10;3;0;9;27;746
;91286;Grigny;1152;37;37;3006;411;1738;779;1240;289;24;2;82;136;8933
;91292;Guibeville;158;2;8;182;48;76;50;26;13;4;0;3;9;580
;91293;Guigneville-sur-Essonne;140;4;2;179;48;103;40;52;10;5;1;11;28;624
;91294;Guillerval;100;3;0;152;30;104;47;52;13;1;0;9;22;533
;91312;Igny;1913;18;24;1505;658;884;689;365;75;71;0;54;167;6423
;91315;Itteville;930;14;9;1280;317;757;407;373;80;18;1;39;147;4373
;91318;Janville-sur-Juine;348;12;5;289;105;209;119;103;27;7;0;13;48;1284
;91319;Janvry;103;0;2;130;37;49;35;33;4;3;1;2;13;414
;91326;Juvisy-sur-Orge;2074;20;33;1621;653;1088;765;601;118;18;4;44;201;7240
;91330;Lardy;840;13;5;745;272;548;346;251;50;13;2;18;103;3206
;91332;Leudeville;230;3;3;223;88;150;86;73;11;3;0;6;27;903
;91333;Leuville-sur-Orge;720;12;3;689;218;448;227;195;46;10;1;27;88;2683
;91338;Limours;1238;18;14;1122;427;666;449;281;61;23;1;34;123;4457
;91339;Linas;1078;22;15;1124;389;637;430;367;75;14;0;30;129;4309
;91340;Lisses;1458;15;46;2187;371;741;378;346;56;20;0;24;69;5713
;91345;Longjumeau;2793;46;24;2576;967;1723;1045;811;184;46;4;87;230;10536
;91347;Longpont-sur-Orge;1179;20;14;1082;378;559;376;277;55;14;1;26;102;4083
;91359;Maisse;328;6;5;488;102;296;153;171;42;5;1;24;54;1675
;91363;Marcoussis;1467;17;17;1437;478;737;465;346;73;44;0;36;130;5248
;91374;Marolles-en-Beauce;32;0;2;47;8;28;15;10;2;0;0;3;2;149
;91376;Marolles-en-Hurepoix;940;17;6;2689;294;450;320;232;42;12;0;28;110;5141
;91377;Massy;6433;99;73;7308;1955;3313;2082;1638;351;133;3;148;426;23961
;91378;Mauchamps;41;2;1;60;21;27;12;14;5;2;0;3;1;190
;91386;Mennecy;2588;31;17;2554;766;1504;737;608;105;37;3;46;168;9165
;91390;Le Mérévillois;390;18;3;653;148;430;187;201;47;8;0;27;91;2204
;91393;Mérobert;51;2;0;130;23;68;29;32;8;1;0;8;7;360
;91399;Mespuits;23;0;1;31;6;26;13;14;5;0;0;1;5;125
;91405;Milly-la-Forêt;688;5;12;899;221;522;276;278;55;24;2;37;85;3104
;91408;Moigny-sur-École;207;0;0;250;63;165;81;79;11;5;0;16;22;899
;91411;Les Molières;401;2;5;306;127;161;125;74;18;13;1;8;40;1282
;91412;Mondeville;112;1;0;117;33;77;39;51;8;1;0;8;22;470
;91414;Monnerville;49;1;0;68;18;49;13;22;8;2;0;4;11;246
;91421;Montgeron;3276;27;28;2442;1176;1810;1378;1003;218;50;3;103;350;11865
;91425;Montlhéry;1504;13;14;1641;416;826;437;382;80;42;1;31;132;5519
;91432;Morangis;2382;24;27;2454;706;1247;750;646;133;58;2;76;207;8713
;91433;Morigny-Champigny;1007;10;5;1028;202;480;258;226;43;18;2;26;68;3373
;91434;Morsang-sur-Orge;2877;44;24;2449;983;1902;1254;1024;219;25;1;109;349;11261
;91435;Morsang-sur-Seine;102;1;0;100;33;61;33;25;9;1;2;6;25;398
;91441;Nainville-les-Roches;73;3;0;98;30;64;35;31;8;0;0;0;10;352
;91457;La Norville;792;9;5;597;223;403;279;160;39;12;1;20;88;2628
;91458;Nozay;1065;16;11;997;252;397;243;152;23;15;1;7;57;3235
;91461;Ollainville;741;11;3;863;253;419;252;179;40;14;0;19;66;2861
;91463;Oncy-sur-École;130;2;1;183;54;130;44;64;13;3;0;8;27;658
;91468;Ormoy;305;2;1;375;102;245;117;123;19;4;1;12;32;1337
;91469;Ormoy-la-Rivière;139;8;1;170;43;120;68;50;14;5;0;9;19;647
;91471;Orsay;2712;48;30;2481;912;1145;972;494;106;78;3;59;243;9283
;91473;Orveau;16;0;0;35;7;29;12;12;4;1;0;5;7;127
;91477;Palaiseau;4945;73;45;3832;1750;2547;1801;1147;191;105;5;92;414;16947
;91479;Paray-Vieille-Poste;1157;11;16;1033;365;678;465;384;97;16;1;51;139;4412
;91482;Pecqueuse;91;1;0;106;44;57;37;36;0;3;0;3;10;389
;91494;Le Plessis-Pâté;810;8;4;804;224;323;208;131;31;3;0;10;36;2591
;91495;Plessis-Saint-Benoist;36;1;0;53;9;32;19;15;9;2;0;1;9;185
;91507;Prunay-sur-Essonne;37;0;1;61;11;33;18;13;7;3;1;5;8;199
;91508;Puiselet-le-Marais;42;0;2;59;9;30;16;13;4;0;0;3;6;185
;91511;Pussay;187;5;0;395;71;237;104;138;20;1;0;19;36;1214
;91514;Quincy-sous-Sénart;1123;12;16;1026;344;776;428;398;109;19;1;38;128;4418
;91519;Richarville;53;1;1;81;13;38;32;30;6;0;0;2;5;263
;91521;Ris-Orangis;2661;34;23;2934;1011;2410;1250;1386;277;37;0;124;281;12428
;91525;Roinville;172;3;2;219;56;147;63;68;10;4;0;8;39;791
;91526;Roinvilliers;12;0;0;25;2;13;2;7;1;0;0;1;2;65
;91533;Saclas;242;7;4;300;86;204;115;98;25;2;0;21;42;1145
;91534;Saclay;938;9;6;826;226;349;201;139;31;25;1;15;53;2819
;91538;Saint-Aubin;203;0;5;358;43;60;45;21;7;8;0;0;7;757
;91540;Saint-Chéron;721;7;8;771;232;513;311;237;50;17;1;30;76;2974
;91544;Saint-Cyr-la-Rivière;68;1;1;108;30;53;32;27;4;0;0;5;22;351
;91546;Saint-Cyr-sous-Dourdan;155;2;4;190;64;119;74;65;23;11;0;13;28;749
;91547;Saint-Escobille;60;1;1;94;19;70;26;35;10;2;0;4;6;328
;91549;Sainte-Geneviève-des-Bois;4898;64;46;4399;1622;3006;1949;1599;316;56;5;145;523;18629
;91552;Saint-Germain-lès-Arpajon;1199;28;5;1499;356;1015;478;529;121;16;2;57;144;5449
;91553;Saint-Germain-lès-Corbeil;1428;10;13;1095;447;634;416;265;41;22;0;20;85;4476
;91556;Saint-Hilaire;47;2;0;68;17;60;28;20;7;1;0;1;10;262
;91560;Saint-Jean-de-Beauregard;59;1;1;66;17;38;20;17;1;0;0;1;9;230
;91568;Saint-Maurice-Montcouronne;272;3;3;307;97;184;92;75;21;2;1;5;39;1101
;91570;Saint-Michel-sur-Orge;2572;38;22;2410;944;1733;1155;867;189;25;5;76;242;10279
;91573;Saint-Pierre-du-Perray;1815;15;16;1929;497;976;430;384;66;20;2;25;84;6259
;91577;Saintry-sur-Seine;923;22;7;907;281;537;327;281;58;8;1;28;105;3486
